ID,Dataset,Ship ID,SHIPTYPE,TYPE,DETAILED TYPE,Name,CPA time,Rain,Temperature,Wind,Sea state,Rain state,Length,Width
518,B,275,70,Cargo,Bulk Carrier,RONG XIANG, - ,0,19.2,3.9,2,No rain,190,32
519,B,276,31,Tug,Tug,SEA MOBY DICK, - ,0,19.3,12,5,No rain,24,6
520,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,20.8,10.5,5,No rain,12,4
521,B,277,84,Tanker,LPG Tanker,FORTE DE COPACABANA, - ,0,23.9,2.4,1,No rain,124,18
522,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,21.4,9.8,4,No rain,12,4
523,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,16.2,3.5,2,No rain,12,4
524,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,19.5,6.5,3,No rain,12,4
525,B,175,59,Special Craft,Offshore Supply Ship,MARTIN VAZ, - ,1,21.4,6.6,3,Light,64,45
526,B,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,21.7,1.2,1,No rain,72,17
527,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23,4.8,3,No rain,13,4
528,B,278,31,Tug,Tug,COSTA BRASILEIRA, - ,0,23.8,3,2,No rain,21,6
529,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.5,5.8,3,No rain,12,4
530,B,279,70,Cargo,Ro-Ro/Container Carrier,GRANDE SAN PAOLO, - ,0,24.6,1.9,1,No rain,214,32
531,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,25,9.2,4,No rain,13,4
532,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.5,3.6,2,No rain,12,4
533,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,26.8,4.1,2,No rain,12,4
534,B,280,33,Special Craft,Suction Dredger,ABBOTSGRANGE, - ,0,23.8,6.4,3,No rain,76,15
535,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,22.7,5.5,3,No rain,12,4
536,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.5,2.9,2,No rain,12,4
537,B,191,31,Tug,Tug,TS ALUCIINANTE, - ,5.2,21.5,14.5,6,Heavy,30,10
538,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,20.6,13,6,No rain,12,4
539,B,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,19.3,10,5,No rain,64,15
540,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,20.8,5.4,3,No rain,12,4
541,B,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER, - ,0,25,10.6,5,No rain,95,24
542,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,18.7,4.9,3,No rain,12,4
543,B,175,59,Special Craft,Offshore Supply Ship,MARTIN VAZ, - ,1,21.4,6.6,3,Light,64,45
544,B,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,21.7,1.2,1,No rain,72,17
545,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23,4.8,3,No rain,13,4
546,B,278,31,Tug,Tug,COSTA BRASILEIRA, - ,0,23.8,3,2,No rain,21,6
547,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.5,5.8,3,No rain,12,4
548,B,279,70,Cargo,Ro-Ro/Container Carrier,GRANDE SAN PAOLO, - ,0,24.6,1.9,1,No rain,214,32
549,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,25,9.2,4,No rain,13,4
550,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.5,3.6,2,No rain,12,4
551,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,26.8,4.1,2,No rain,12,4
552,B,280,33,Special Craft,Suction Dredger,ABBOTSGRANGE, - ,0,23.8,6.4,3,No rain,76,15
553,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,22.7,5.5,3,No rain,12,4
554,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.5,2.9,2,No rain,12,4
555,B,191,31,Tug,Tug,TS ALUCIINANTE, - ,5.2,21.5,14.5,6,Heavy,30,10
556,B,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,19.3,10,5,No rain,64,15
557,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,20.8,5.4,3,No rain,12,4
558,B,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER, - ,0,25,10.6,5,No rain,95,24
559,B,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,23.5,3.1,2,No rain,75,17
560,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,25.3,4,2,No rain,12,4
561,B,281,60-69,Passenger,Passenger Ship,OCEANBOAT IX, - ,0,24,6.3,3,No rain,10,4
562,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,24.4,3.1,2,No rain,12,4
563,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,26,7,4,No rain,12,4
564,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0.2,24.2,6.3,3,Light,12,4
565,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,27.9,2.6,2,No rain,12,4
566,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,26.5,2.8,2,No rain,12,4
567,B,282,70,Cargo,Container Ship,CMA CGM RIGOLETTO, - ,0,29.2,6.4,3,No rain,349,43
568,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,26.8,7.3,4,No rain,72,17
569,B,283,59,Special Craft,Supply Vessel,VIKING THAUMAS, - ,0,23.7,7.6,4,No rain,73,17
570,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0.2,23,3.7,2,Light,72,17
571,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,25.4,5.9,3,No rain,72,17
572,B,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,25.8,8.5,4,No rain,88,19
573,B,284,60-69,Passenger,Passenger Ship,MSC MUSICA, - ,0,24.2,3.4,2,No rain,294,32
574,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,22.8,3.8,2,No rain,72,17
575,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,28.6,4.8,3,No rain,12,4
576,B,285,59,Special Craft,Offshore Supply Ship,MINGYANG11, - ,0,25.9,7.6,4,No rain,60,16
577,B,286,59,Special Craft,Supply Vessel,PARCEL DAS PAREDES, - ,0,24.8,6.4,3,No rain,81,18
578,B,287,80,Tanker,Crude Oil Tanker,ANNA A / CAPE BAXLEY, - ,0.2,24.6,6.6,3,Light,274,48
579,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,22.9,4,2,No rain,12,4
580,B,288,59,Special Craft,Supply Vessel,AUSTRAL ABROLHOS, - ,0,25.1,4,2,No rain,65,16
581,B,288,59,Special Craft,Supply Vessel,AUSTRAL ABROLHOS, - ,0,23.5,1.3,1,No rain,65,16
582,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,22.1,3.3,2,No rain,72,17
583,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,26.8,7.3,4,No rain,72,17
584,B,283,59,Special Craft,Supply Vessel,VIKING THAUMAS, - ,0,23.7,7.6,4,No rain,73,17
585,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0.2,23,3.7,2,Light,72,17
586,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,25.4,5.9,3,No rain,72,17
587,B,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,25.8,8.5,4,No rain,88,19
588,B,284,60-69,Passenger,Passenger Ship,MSC MUSICA, - ,0,22.8,2.8,2,No rain,294,32
589,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,22.8,3.8,2,No rain,72,17
590,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,28.6,4.8,3,No rain,12,4
591,B,285,59,Special Craft,Offshore Supply Ship,MINGYANG11, - ,0,25.9,7.6,4,No rain,60,16
592,B,286,59,Special Craft,Supply Vessel,PARCEL DAS PAREDES, - ,0,24.8,6.4,3,No rain,81,18
593,B,287,80,Tanker,Crude Oil Tanker,ANNA A / CAPE BAXLEY, - ,0.2,24.6,6.6,3,Light,274,48
594,B,288,59,Special Craft,Supply Vessel,AUSTRAL ABROLHOS, - ,0,25.1,4,2,No rain,65,16
595,B,288,59,Special Craft,Supply Vessel,AUSTRAL ABROLHOS, - ,0,23.5,1.3,1,No rain,65,16
596,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,22.1,3.3,2,No rain,72,17
597,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,22.6,1.5,1,No rain,72,17
598,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,24,5.3,3,No rain,72,17
599,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.6,6.7,3,No rain,12,4
600,B,289,59,Special Craft,Offshore Supply Ship,SEALOADER 1, - ,0,24.8,7.5,4,No rain,90,24
601,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,23.7,2.5,1,No rain,12,4
602,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,23.5,13.4,6,No rain,72,17
603,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,22.3,8.5,4,No rain,12,4
604,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,21.6,2.2,1,No rain,12,4
605,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,23.2,6.5,3,No rain,72,17
606,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,23.8,6.1,3,No rain,72,17
607,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,22.1,3.2,2,No rain,12,4
608,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,22.1,2,1,No rain,72,17
609,B,290,70,Cargo,Container Ship,CARDIFF, - ,0,23.1,3.7,2,No rain,271,43
610,B,291,50,Special Craft,Pilot Vessel,SPARTA MX, - ,0,21.8,2.5,1,No rain,12,3
611,B,292,70,Cargo,Container Ship,MSC BARBARA, - ,0,24.2,3.3,2,No rain,303,40
612,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,23.7,4.5,3,No rain,12,4
613,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,20,9.1,4,No rain,12,4
614,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,19.9,2.3,1,No rain,12,4
615,B,293,31,Tug,Tug/Supply Vessel,SKANDI IPANEMA, - ,0,20.3,2.4,1,No rain,74,17
616,B,294,59,Special Craft,Offshore Supply Ship,CBO ANITA, - ,0,20.4,6.3,3,No rain,75,17
617,B,295,70,Cargo,Container Ship,MSC ROMANE, - ,0,20.9,3.2,2,No rain,300,48
618,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,25.6,4.4,2,No rain,12,4
619,B,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,23.5,4.7,3,No rain,72,17
620,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,29.6,15,6,No rain,72,17
621,B,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,28.2,1.8,1,No rain,64,15
622,B,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE, - ,0,22,4.9,3,No rain,84,18
623,B,175,59,Special Craft,Offshore Supply Ship,MARTIN VAZ, - ,0,26.3,15.4,6,No rain,64,45
624,B,296,31,Tug,Tug,TS FABULOSO, - ,0,20.5,3.2,2,No rain,30,10
625,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,25.9,7.5,4,No rain,72,17
626,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,23.4,3.8,2,No rain,72,17
627,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,23.5,14.1,6,No rain,12,4
628,B,53,59,Special Craft,Supply Vessel,NORMAND CARIOCA, - ,0,21.7,6.6,3,No rain,88,19
629,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,1.8,17.7,6.9,3,Moderate,11,4
630,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,18.2,5.1,3,No rain,12,4
631,B,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA, - ,0,20.6,4.5,3,No rain,81,18
632,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,23.6,9.8,4,No rain,12,4
633,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,23.9,10.1,5,No rain,12,4
634,B,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.1,7.5,4,No rain,12,4
635,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,25.9, - ,7,No rain,12,4
636,B,297,80,Tanker,Crude Oil Tanker,CAP VICTOR, - ,0,22.4,2.4,1,No rain,274,48
637,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.9,7,4,No rain,12,4
638,B,298,70,Cargo,Bulk Carrier,RB EDEN, - ,0,30.1,8.2,4,No rain,229,32
639,B,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,22,9,4,No rain,72,17
640,B,6,50,Special Craft,Pilot Vessel,PILOT 20, - ,0.2,19.6,10,5,Light,13,5
641,B,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,20.7,3.4,2,No rain,88,19
642,B,299,59,Special Craft,Offshore Supply Ship,SEALOADER 2, - ,0,18.8,2.8,2,No rain,90,24
643,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.1,3.8,2,No rain,12,4
644,B,300,70,Cargo,General Cargo,BBC ALBERTA, - ,0.6,21.9,7.4,4,Light,138,21
645,B,301,70,Cargo,Bulk Carrier,CS CELESTE, - ,0,26.3,9.5,4,No rain,180,30
646,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,20.6,12.5,5,No rain,12,4
647,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0.2,18.3,14.5,6,Light,12,4
648,B,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,25.2,3.8,2,No rain,12,4
649,B,302,70,Cargo,General Cargo,BBC MANILA, - ,0,17.8,7.2,4,No rain,147,23
650,B,303,70,Cargo,Container Ship,MSC TAVVISHI, - ,0,19.6,5.5,3,No rain,278,40
651,B,304,70,Cargo,Bulk Carrier,BALTIC ACE, - ,0,21,2.9,2,No rain,180,28
652,B,305,50,Special Craft,Pilot Vessel,PILOT 02, - ,0.2,24,3,2,Light,12,4
653,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,26.4,5.2,3,No rain,11,4
654,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,27.9,4,2,No rain,12,4
655,B,306,30,Fishing,Fishing Vessel,RED BOAT RJ 05, - ,0,28.2,5.4,3,No rain,13,6
656,C,307,59,Special Craft,Multi Purpose Offshore Vessel,OCEANICASUB VII,150,0,23.7,3.3,2,No rain,80,18
657,C,308,31,Tug,Tug/Supply Vessel,SKANDI URCA,140,0,25,4.8,3,No rain,94,22
658,C,309,80,Tanker,Crude Oil Tanker,HENRIQUE DIAS,150,0,21.9,0.4,1,No rain,274,48
659,C,310,80,Tanker,Crude Oil Tanker,STI FULHAM,150,0,21.8,10.7,5,No rain,184,27
660,C,2,50,Special Craft,Pilot Vessel,PILOT 10,150,0,21.3,6.8,3,No rain,11,4
661,C,311,70,Cargo,Bulk Carrier,ULTRA TIGER,150, - , - , - ,7,Very Heavy,229,32
662,C,312,70,Cargo,Bulk Carrier,CAPE XL,150,0,19.3,2.5,1,No rain,292,45
663,C,198,70,Cargo,Bulk Carrier,JOLANDA,122,0,22.1,3.8,2,No rain,292,45
664,C,311,70,Cargo,Bulk Carrier,ULTRA TIGER,150, - , - , - ,7,Very Heavy,229,32
665,C,313,70,Cargo,Bulk Carrier,SM DRAGON,150,0,20.2,3.5,2,No rain,300,50
666,C,314,70,Cargo,Container Ship,FERNAO DE MAGALHAES,150,0,20.4,1.7,1,No rain,228,37
667,C,315,70,Cargo,General Cargo,PNOI / IVS TRIVIEW,150,0,20.6,0,1,No rain,177,28
668,C,50,80,Tanker,Crude Oil Tanker,MARCILIO DIAS,150,0,18.1,2.7,2,No rain,274,48
669,C,316,80,Tanker,Oil/Chemical Tanker,DAMAS / RIMAR,150,0.2,21.9,1.3,1,Light,183,32
670,C,317,70,Cargo,Bulk Carrier,KIWI ARROW,150,0,22.9,3.1,2,No rain,200,32
671,C,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE,150,0,24.6,2.6,2,No rain,64,15
672,C,318,59,Special Craft,Offshore Supply Ship,MAERSK LEADER,150,0,29.8,3,2,No rain,90,23
673,C,319,70,Cargo,Container Ship,MAERSK LINS,150,0,22.9,3.1,2,No rain,300,45
674,C,320,70,Cargo,Ore Carrier,HBIS SUNRISE,150,0,32.4,5.9,3,No rain,315,60
675,C,60,33,Special Craft,Suction Dredger,PEARL RIVER,150,0,28.5,8.8,4,No rain,182,28
676,C,60,33,Special Craft,Suction Dredger,PEARL RIVER,150,0,31.4,7.3,4,No rain,182,28
677,C,321,70,Cargo,Bulk Carrier,FENG HUA,150,0,27.6,6.8,3,No rain,295,46
678,C,64,70,Cargo,Container Ship,SAN FERNANDO,150,0,24.2,2.2,1,No rain,300,48
679,C,60,33,Special Craft,Suction Dredger,PEARL RIVER,150,0,30.3,5.3,3,No rain,182,28
680,C,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA,150,0,26.6,2.9,2,No rain,81,18
681,C,261,59,Special Craft,Offshore Supply Ship,DONG YUAN 502,80,0,29.5,5.8,3,No rain,53,13
682,C,60,33,Special Craft,Suction Dredger,PEARL RIVER,150,0,29.9,6.2,3,No rain,182,28
683,C,322,70,Cargo,Bulk Carrier,MSC CARINA,150,0,29.5,3.8,2,No rain,254,43
684,C,323,70,Cargo,Bulk Carrier,PENELOPE T,150,0,22.4,1.7,1,No rain,289,45
685,C,324,59,Special Craft,Offshore Supply Ship,ASSO VENTISETTE,150,0,22.3,2,1,No rain,71,16
686,C,325,31,Tug,Tug,TS INVOCADO,150,0,19.1,10.9,5,No rain,29,9
687,C,256,40-49,High-Speed Craft,High-Speed Craft,CARLOS VIEIRA,150,0.6,19.4,2.5,1,Light,17,6
688,C,256,40-49,High-Speed Craft,High-Speed Craft,CARLOS VIEIRA,150,0.6,19.4,2.5,1,Light,17,6
689,C,326,80,Tanker,Oil/Chemical Tanker,ALTAIR,150,0,21.3,6,3,No rain,183,32
690,C,164,70,Cargo,Container Ship,LOG IN PANTANAL,150,0,23,3.4,2,No rain,182,25
691,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0,22.5,1.7,1,No rain,13,4
692,C,68,31,Tug,Tug,ENCO,150,0,21.7,10.4,5,No rain,33,11
693,C,68,31,Tug,Tug,ENCO,121,0,21.3,3.7,2,No rain,33,11
694,C,144,70,Cargo,Container Ship,CMA CGM LITANI,150,0,19.2,2.3,1,No rain,300,48
695,C,327,70,Cargo,Bulk Carrier,GREAT HOPE,150,0.6,20.4,2.1,1,Light,225,32
696,C,328,70,Cargo,Bulk Carrier,BERGE TORRE,150,0,24.1,2.5,1,No rain,292,45
697,C,329,70,Cargo,Bulk Carrier,PEDHOULAS MERCHANT,150,0,17,2.3,1,No rain,229,32
698,C,86,31,Tug,Tug,TS EXIBIDO,150,0.6,18.6,13,6,Light,30,10
699,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0.4,22.6,2.4,1,Light,13,4
700,C,187,80,Tanker,Crude Oil Tanker,NS CREATION,150,0,21.4,3.7,2,No rain,244,42
701,C,68,31,Tug,Tug,ENCO,121,0,21.4,3.7,2,No rain,33,11
702,C,330,70,Cargo,Container Ship,WEC DE HOOGH,90,0.2,22.5,2.7,2,Light,150,23
703,C,262,70,Cargo,Bulk Carrier,SELIN M,150,0,25.5,7.3,4,No rain,177,30
704,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,22,7.8,4,No rain,12,4
705,C,293,31,Tug,Tug/Supply Vessel,SKANDI IPANEMA,150,0,26.4,3.2,2,No rain,74,17
706,C,331,59,Special Craft,Multi Purpose Offshore Vessel,CAMPOS CONTENDER,150,0,23,12.4,5,No rain,75,17
707,C,332,31,Tug,Tug,TS FAVORITO,150,0,20.3,2.3,1,No rain,30,10
708,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,22.5,4.3,2,No rain,12,4
709,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,28.8,9,4,No rain,12,4
710,C,68,31,Tug,Tug,ENCO,121,0,24.1,8.3,4,No rain,33,11
711,C,333,70,Cargo,Ro-Ro/Container Carrier,GRANDE AFRICA,150,0,25.1,4.4,2,No rain,214,32
712,C,68,31,Tug,Tug,ENCO,121,0,20.3,5.4,3,No rain,33,11
713,C,334,80,Tanker,Crude Oil Tanker,MARAN HERMES,150,0,21.9,1.8,1,No rain,274,48
714,C,335,59,Special Craft,Supply Vessel,ASTRO PARGO,150,0.8,20.9,13.3,6,Light,63,12
715,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0,23.7,5.6,3,No rain,13,4
716,C,63,50,Special Craft,Pilot Vessel,PILOT 11,120,0,23.1,2.2,1,No rain,13,4
717,C,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO,150,0,28.9,4.2,2,No rain,75,17
718,C,5,50,Special Craft,Pilot Vessel,PILOT 09,143,0,28.5,6.8,3,No rain,12,4
719,C,336,70,Cargo,Bulk Carrier,MINERVA NIKE,150,0,33.2,6.1,3,No rain,292,45
720,C,337,70,Cargo,Container Ship,MAERSK LAMANAI,150,0,27.1,3.4,2,No rain,300,45
721,C,338,70,Cargo,Bulk Carrier,COTSWOLD,150,0,32.2,3.3,2,No rain,292,45
722,C,339,70,Cargo,Bulk Carrier,GNG CONCORD 2,150,0,34.4,5.6,3,No rain,225,32
723,C,340,70,Cargo,Livestock Carrier,HELEN,130,0,32.2,6.4,3,No rain,80,13
724,C,341,80,Tanker,Oil/Chemical Tanker,OCEAN SPIRIT / STENAWECO SPIRIT,150,0,36.3,1.3,1,No rain,183,32
725,C,342,80,Tanker,Oil/Chemical Tanker,SERGIO BUARQUE DE HOLANDA,150,0,35,1.3,1,No rain,182,30
726,C,343,70,Cargo,Bulk Carrier,PACIFIC WEST,150,0,26.2,2.6,2,No rain,292,45
727,C,344,70,Cargo,Bulk Carrier,CAPE SPLENDOR,150,0,26.7,3.6,2,No rain,300,50
728,C,345,70,Cargo,Container Ship,MAERSK LEON,150,0,22.4,2.5,1,No rain,300,46
729,C,346,80,Tanker,Crude Oil Tanker,ROSS SEA,150,0,28.4,0,1,No rain,244,42
730,C,347,70,Cargo,Bulk Carrier,TRUE NEPTUNE,150,0,29.4,5.1,3,No rain,300,50
731,C,348,70,Cargo,Bulk Carrier,HERUN CHINA,150,0,28.8,4.1,2,No rain,292,45
732,C,349,70,Cargo,Ore Carrier,ORE SUDBURY,150,0,24.3,2.1,1,No rain,328,57
733,C,350,70,Cargo,General Cargo,MUHSINE K,150,0,20.2,1.6,1,No rain,89,14
734,C,351,70,Cargo,Bulk Carrier,LAN HUA HAI,100,0,28.1,5.1,3,No rain,254,43
735,C,55,70,Cargo,Container Ship,MAERSK LABREA,150,0,23.7,1.3,1,No rain,300,45
736,C,352,59,Special Craft,Offshore Supply Ship,TRIPLE PLAY,150,0,23.9,2.8,2,No rain,58,14
737,C,353,70,Cargo,Container Ship,MAERSK LOTA,150,0,19.1,2,1,No rain,300,45
738,C,220,30,Fishing,Fishing Vessel,TEMPERANCA,150,0,22.2,4.8,3,No rain,18,4
739,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0,26.7,3.4,2,No rain,13,4
740,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0,25.5,3.7,2,No rain,13,4
741,C,259,59,Special Craft,Offshore Supply Ship,SAVEIROS FRAGATA,150,0,22.9,9.4,4,No rain,72,16
742,C,72,80,Tanker,Oil/Chemical Tanker,CASTILLO DE HERRERA,140,0,23.1,10.1,5,No rain,135,21
743,C,294,59,Special Craft,Offshore Supply Ship,CBO ANITA,70,0,23.4,4.4,2,No rain,75,17
744,C,208,31,Tug,Tug/Supply Vessel,SKANDI RIO,150,0,23.9,1.7,1,No rain,81,18
745,C,354,70,Cargo,Container Ship,BREMERHAVEN EXPRESS,150,0,25.6,5.4,3,No rain,300,48
746,C,331,59,Special Craft,Multi Purpose Offshore Vessel,CAMPOS CONTENDER,150,0,26.7,4.4,2,No rain,75,17
747,C,282,70,Cargo,Container Ship,CMA CGM RIGOLETTO,150,0,24.9,6.2,3,No rain,349,43
748,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,0,21.8,5.6,3,No rain,13,4
749,C,332,31,Tug,Tug,TS FAVORITO,150,0,18.8,13.5,6,No rain,30,10
750,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,21.6,5.6,3,No rain,12,4
751,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,18.3,4.7,3,No rain,12,4
752,C,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE,95,0,23.2,2.8,2,No rain,84,18
753,C,355,70,Cargo,General Cargo,BBC DOLPHIN,150,0.4,16.9,5.8,3,Light,120,20
754,C,133,59,Special Craft,Multi Purpose Offshore Vessel,HAIYANGSHIYOU 771,150,0,18,5.1,3,No rain,65,16
755,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,19.1,5.8,3,No rain,12,4
756,C,331,59,Special Craft,Multi Purpose Offshore Vessel,CAMPOS CONTENDER,150,0,21.1,9,4,No rain,75,17
757,C,331,59,Special Craft,Multi Purpose Offshore Vessel,CAMPOS CONTENDER,150,0,21,2.8,2,No rain,75,17
758,C,222,31,Tug,Tug,OCEANICASUB II,150,0,21.5,20.8,7,No rain,34,10
759,C,356,70,Cargo,Ore Carrier,HE HENG,150,0,22.5,3.7,2,No rain,327,55
760,C,357,70,Cargo,Bulk Carrier,GLADIATOR,150,0,22,1.8,1,No rain,190,32
761,C,358,70,Cargo,Bulk Carrier,MARAN VENTURE,150,0,31.4,5.2,3,No rain,292,45
762,C,359,70,Cargo,Bulk Carrier,LILA CHIOS / ANANGEL INNOVATION,150,0,22.4,2.5,1,No rain,289,45
763,C,360,70,Cargo,Ore Carrier,STELLAR JOURNEY,150,0,30.9,3.4,2,No rain,333,60
764,C,361,70,Cargo,Bulk Carrier,EHIME QUEEN,150,0,19.4,2.8,2,No rain,292,45
765,C,362,70,Cargo,Bulk Carrier,ERMIS / SBI SOUSTA,150,0,12.6,1.6,1,No rain,229,32
766,C,363,70,Cargo,Container Ship,INTERASIA HORIZON,150,0,13.8,2.4,1,No rain,261,32
767,C,364,70,Cargo,Bulk Carrier,MOUNT LOGAN / FRONTIER EXPEDITION,150,0,19.4,2.9,2,No rain,292,45
768,C,145,70,Cargo,General Cargo,SAGA TIDE,150,0,19,2.4,1,No rain,200,30
769,C,343,70,Cargo,Bulk Carrier,PACIFIC WEST,150,0,21,3,2,No rain,292,45
770,C,152,70,Cargo,Bulk Carrier,TW BEIJING,150,0,25.9,5.5,3,No rain,229,38
771,C,365,70,Cargo,Bulk Carrier,NAVIOS BONAVIS,150,1.6,17.6,5.6,3,Moderate,292,45
772,C,59,70,Cargo,Container Ship,MAERSK LABERINTO,150,0,22,1.9,1,No rain,300,45
773,C,366,30,Fishing,Fishing Vessel,HELLAS TUNA,150,0,24.5,3.3,2,No rain,83,13
